"Time","data1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","data1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","data1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","data1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","data1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","data1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","data1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","gateway1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","gateway1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","gateway1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","gateway1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","gateway1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","gateway1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","gateway1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker3 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker3 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker3 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker3 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker3 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker3 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker3 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker4 (digital_ocean) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker4 (digital_ocean) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker4 (digital_ocean) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker4 (digital_ocean) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker4 (digital_ocean) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker4 (digital_ocean) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker6 (hyperstacks) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker6 (hyperstacks) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker6 (hyperstacks) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker6 (hyperstacks) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker6 (hyperstacks) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker6 (hyperstacks) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","scheduler (yorizon) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","scheduler (yorizon) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","scheduler (yorizon) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","scheduler (yorizon) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","scheduler (yorizon) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","scheduler (yorizon) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z"
2026-01-06 06:30:00,19.3 ms,98.8 ms,14.2 ms,111 ms,1.39 ms,0.566 ms,0.715 ms,23.2 ms,98.8 ms,14.4 ms,110 ms,2.47 ms,0.632 ms,0.581 ms,24.0 ms,99.6 ms,15.3 ms,136 ms,1.28 ms,1.10 ms,1.52 ms,23.3 ms,98.7 ms,14.3 ms,108 ms,1.26 ms,0.540 ms,0.674 ms,110 ms,38.2 ms,24.0 ms,18.7 ms,23.1 ms,23.2 ms,38.3 ms,98.1 ms,15.2 ms,14.1 ms,14.0 ms,17.6 ms,110 ms,97.8 ms,100 ms,99.0 ms,98.7 ms,98.8 ms
2026-01-06 06:32:00,19.1 ms,98.8 ms,14.5 ms,111 ms,1.41 ms,0.335 ms,0.676 ms,23.4 ms,99.0 ms,14.6 ms,110 ms,1.36 ms,0.625 ms,0.476 ms,24.2 ms,99.8 ms,14.8 ms,136 ms,1.02 ms,1.05 ms,1.31 ms,23.2 ms,98.9 ms,14.4 ms,108 ms,1.10 ms,0.572 ms,0.837 ms,110 ms,37.9 ms,23.8 ms,19.0 ms,23.5 ms,23.7 ms,37.5 ms,98.2 ms,15.2 ms,14.6 ms,14.3 ms,14.2 ms,109 ms,97.9 ms,99.6 ms,98.8 ms,98.9 ms,98.7 ms
2026-01-06 06:34:00,19.1 ms,98.8 ms,14.6 ms,111 ms,1.26 ms,0.579 ms,0.664 ms,23.4 ms,99.0 ms,14.4 ms,110 ms,1.54 ms,0.618 ms,0.475 ms,23.8 ms,99.7 ms,15.2 ms,136 ms,0.975 ms,0.978 ms,1.20 ms,23.5 ms,99.1 ms,14.3 ms,108 ms,0.982 ms,0.455 ms,0.765 ms,110 ms,37.5 ms,24.3 ms,18.9 ms,23.1 ms,23.7 ms,37.4 ms,98.1 ms,15.3 ms,14.3 ms,14.2 ms,14.4 ms,109 ms,98.1 ms,99.7 ms,98.7 ms,98.8 ms,98.8 ms
2026-01-06 06:36:00,18.8 ms,98.7 ms,15.0 ms,111 ms,1.05 ms,0.436 ms,0.696 ms,23.3 ms,98.8 ms,14.3 ms,110 ms,1.88 ms,0.592 ms,0.677 ms,23.9 ms,100 ms,15.0 ms,136 ms,1.12 ms,1.33 ms,1.47 ms,23.0 ms,98.9 ms,14.2 ms,108 ms,1.21 ms,0.447 ms,0.787 ms,110 ms,37.5 ms,24.1 ms,18.9 ms,23.4 ms,23.6 ms,37.6 ms,99.4 ms,15.1 ms,14.2 ms,14.0 ms,14.3 ms,109 ms,135 ms,99.9 ms,99.0 ms,99.2 ms,98.8 ms
2026-01-06 06:38:00,19.3 ms,99.0 ms,14.4 ms,111 ms,1.15 ms,0.384 ms,0.766 ms,23.7 ms,98.9 ms,14.5 ms,110 ms,1.38 ms,0.681 ms,0.704 ms,24.1 ms,99.9 ms,15.0 ms,136 ms,1.07 ms,1.14 ms,1.32 ms,23.2 ms,98.9 ms,14.5 ms,108 ms,2.70 ms,0.465 ms,0.679 ms,110 ms,38.0 ms,30.1 ms,19.2 ms,23.0 ms,23.3 ms,37.7 ms,98.0 ms,15.1 ms,14.2 ms,14.1 ms,14.7 ms,109 ms,98.0 ms,99.8 ms,98.8 ms,98.8 ms,98.9 ms
2026-01-06 06:40:00,18.9 ms,98.9 ms,14.1 ms,111 ms,1.18 ms,0.386 ms,0.700 ms,23.2 ms,98.9 ms,14.6 ms,110 ms,1.26 ms,0.616 ms,0.631 ms,23.9 ms,99.8 ms,14.9 ms,136 ms,1.04 ms,1.19 ms,1.32 ms,23.2 ms,98.8 ms,14.3 ms,108 ms,1.16 ms,0.567 ms,0.704 ms,109 ms,37.8 ms,30.7 ms,19.2 ms,23.8 ms,23.2 ms,37.7 ms,148 ms,15.0 ms,14.4 ms,14.2 ms,14.3 ms,109 ms,98.0 ms,99.6 ms,99.0 ms,99.0 ms,98.9 ms
2026-01-06 06:42:00,18.8 ms,98.8 ms,14.1 ms,111 ms,1.28 ms,0.374 ms,0.694 ms,23.4 ms,99.2 ms,14.7 ms,110 ms,1.36 ms,0.659 ms,0.779 ms,23.7 ms,99.8 ms,15.2 ms,136 ms,1.21 ms,1.07 ms,1.53 ms,23.2 ms,98.8 ms,30.0 ms,108 ms,1.15 ms,0.573 ms,0.708 ms,110 ms,37.6 ms,23.6 ms,19.2 ms,23.0 ms,23.2 ms,96.8 ms,97.8 ms,15.6 ms,14.8 ms,33.3 ms,14.6 ms,110 ms,98.0 ms,99.7 ms,98.8 ms,99.0 ms,98.9 ms
2026-01-06 06:44:00,19.0 ms,98.8 ms,14.7 ms,111 ms,1.39 ms,0.564 ms,0.691 ms,23.8 ms,98.9 ms,14.7 ms,110 ms,1.45 ms,0.612 ms,0.792 ms,23.9 ms,99.8 ms,15.1 ms,136 ms,1.03 ms,1.09 ms,1.36 ms,23.0 ms,98.9 ms,14.5 ms,108 ms,1.23 ms,0.570 ms,0.785 ms,109 ms,37.5 ms,23.7 ms,19.2 ms,23.2 ms,24.1 ms,37.7 ms,97.7 ms,15.2 ms,14.6 ms,14.5 ms,14.4 ms,109 ms,97.8 ms,99.7 ms,98.9 ms,98.8 ms,98.9 ms
2026-01-06 06:46:00,19.1 ms,98.7 ms,14.5 ms,111 ms,1.18 ms,0.470 ms,0.690 ms,23.5 ms,98.9 ms,14.5 ms,110 ms,1.19 ms,0.724 ms,0.739 ms,24.3 ms,99.7 ms,19.1 ms,136 ms,0.969 ms,1.16 ms,1.31 ms,23.1 ms,98.8 ms,14.6 ms,108 ms,1.24 ms,0.469 ms,0.702 ms,109 ms,37.5 ms,24.1 ms,19.1 ms,23.1 ms,23.7 ms,38.7 ms,104 ms,19.3 ms,14.4 ms,14.4 ms,16.5 ms,109 ms,97.9 ms,99.7 ms,98.8 ms,98.8 ms,98.9 ms
2026-01-06 06:48:00,18.8 ms,98.8 ms,21.4 ms,111 ms,1.06 ms,0.578 ms,0.740 ms,23.3 ms,98.9 ms,14.5 ms,110 ms,1.39 ms,0.603 ms,0.808 ms,23.6 ms,99.8 ms,15.1 ms,136 ms,0.980 ms,1.09 ms,1.34 ms,23.1 ms,98.9 ms,14.6 ms,108 ms,6.36 ms,0.381 ms,0.664 ms,109 ms,38.5 ms,23.7 ms,19.2 ms,23.0 ms,23.4 ms,38.2 ms,98.0 ms,15.0 ms,23.8 ms,14.3 ms,14.4 ms,109 ms,98.3 ms,100 ms,99.3 ms,98.8 ms,99.4 ms
2026-01-06 06:50:00,18.9 ms,99.0 ms,14.8 ms,111 ms,1.07 ms,0.605 ms,0.738 ms,23.5 ms,99.1 ms,51.2 ms,110 ms,1.22 ms,0.800 ms,0.693 ms,28.7 ms,99.8 ms,14.9 ms,136 ms,1.06 ms,1.24 ms,1.36 ms,23.2 ms,98.8 ms,14.6 ms,108 ms,1.31 ms,0.492 ms,0.762 ms,109 ms,38.2 ms,23.8 ms,18.9 ms,23.3 ms,26.6 ms,38.2 ms,98.2 ms,15.0 ms,14.5 ms,14.4 ms,14.4 ms,109 ms,98.0 ms,99.9 ms,99.0 ms,99.0 ms,99.1 ms
2026-01-06 06:52:00,19.2 ms,98.9 ms,14.5 ms,111 ms,1.29 ms,0.601 ms,0.720 ms,23.1 ms,98.9 ms,14.5 ms,110 ms,1.36 ms,0.592 ms,0.646 ms,23.6 ms,99.7 ms,15.1 ms,136 ms,1.14 ms,1.02 ms,1.57 ms,23.5 ms,98.8 ms,14.5 ms,108 ms,1.18 ms,0.396 ms,0.800 ms,109 ms,37.5 ms,23.8 ms,18.7 ms,23.1 ms,23.1 ms,38.0 ms,99.2 ms,16.6 ms,14.3 ms,14.3 ms,14.6 ms,109 ms,98.0 ms,99.8 ms,99.1 ms,98.8 ms,99.1 ms
2026-01-06 06:54:00,19.1 ms,99.1 ms,16.4 ms,111 ms,1.16 ms,0.332 ms,0.644 ms,23.5 ms,98.8 ms,14.4 ms,110 ms,1.23 ms,0.695 ms,0.617 ms,23.7 ms,99.8 ms,15.0 ms,136 ms,1.40 ms,1.18 ms,1.44 ms,23.2 ms,98.9 ms,14.6 ms,108 ms,1.26 ms,0.417 ms,0.682 ms,109 ms,85.4 ms,24.1 ms,19.3 ms,23.0 ms,23.7 ms,81.3 ms,98.0 ms,15.4 ms,14.5 ms,14.4 ms,14.4 ms,109 ms,98.0 ms,100 ms,99.0 ms,99.0 ms,98.8 ms
2026-01-06 06:56:00,18.9 ms,99.0 ms,14.5 ms,111 ms,1.35 ms,0.579 ms,0.842 ms,23.2 ms,98.9 ms,14.8 ms,110 ms,1.34 ms,0.641 ms,0.664 ms,23.6 ms,99.8 ms,15.0 ms,136 ms,1.06 ms,1.23 ms,1.27 ms,23.3 ms,99.1 ms,14.7 ms,108 ms,1.73 ms,0.462 ms,0.692 ms,109 ms,85.4 ms,24.1 ms,18.8 ms,25.3 ms,23.1 ms,38.0 ms,98.1 ms,15.1 ms,14.5 ms,14.2 ms,14.7 ms,109 ms,97.8 ms,99.9 ms,99.1 ms,99.1 ms,98.8 ms
2026-01-06 06:58:00,18.9 ms,98.8 ms,14.4 ms,111 ms,1.55 ms,0.442 ms,0.732 ms,23.5 ms,98.9 ms,14.4 ms,110 ms,1.26 ms,0.720 ms,0.803 ms,23.7 ms,99.7 ms,15.4 ms,136 ms,1.06 ms,1.03 ms,1.34 ms,23.2 ms,98.8 ms,14.0 ms,108 ms,1.15 ms,0.496 ms,0.753 ms,109 ms,39.3 ms,23.9 ms,19.0 ms,23.7 ms,23.8 ms,38.2 ms,166 ms,56.3 ms,14.7 ms,14.1 ms,14.8 ms,109 ms,97.9 ms,99.6 ms,98.8 ms,99.0 ms,98.8 ms
2026-01-06 07:00:00,19.0 ms,98.9 ms,14.8 ms,111 ms,1.34 ms,0.622 ms,0.735 ms,23.2 ms,98.9 ms,20.5 ms,110 ms,1.25 ms,0.687 ms,0.738 ms,23.6 ms,99.7 ms,15.0 ms,136 ms,1.06 ms,1.36 ms,1.59 ms,23.2 ms,98.8 ms,14.5 ms,108 ms,30.3 ms,0.414 ms,0.657 ms,109 ms,37.4 ms,24.1 ms,19.3 ms,23.5 ms,23.8 ms,38.2 ms,97.9 ms,15.0 ms,14.8 ms,14.1 ms,14.7 ms,109 ms,98.1 ms,99.7 ms,98.9 ms,98.9 ms,98.8 ms
2026-01-06 07:02:00,18.7 ms,98.7 ms,14.6 ms,111 ms,1.30 ms,0.454 ms,0.691 ms,23.5 ms,98.9 ms,14.5 ms,110 ms,1.37 ms,0.616 ms,0.632 ms,24.2 ms,99.9 ms,14.8 ms,136 ms,1.04 ms,1.12 ms,1.44 ms,23.0 ms,98.8 ms,14.3 ms,108 ms,1.11 ms,0.378 ms,0.646 ms,109 ms,38.0 ms,23.6 ms,19.0 ms,23.4 ms,23.1 ms,38.1 ms,98.0 ms,14.6 ms,14.2 ms,14.1 ms,14.4 ms,109 ms,98.1 ms,99.6 ms,98.9 ms,98.8 ms,98.9 ms
2026-01-06 07:04:00,19.0 ms,98.7 ms,14.5 ms,111 ms,1.24 ms,0.403 ms,0.846 ms,23.4 ms,98.9 ms,14.5 ms,110 ms,1.71 ms,0.640 ms,0.618 ms,24.3 ms,99.6 ms,15.3 ms,136 ms,1.25 ms,1.07 ms,1.44 ms,23.0 ms,98.9 ms,14.2 ms,108 ms,1.16 ms,0.607 ms,0.676 ms,109 ms,37.9 ms,23.6 ms,18.9 ms,23.0 ms,23.5 ms,37.9 ms,97.9 ms,15.0 ms,14.1 ms,14.0 ms,14.6 ms,109 ms,97.9 ms,99.8 ms,98.7 ms,98.9 ms,98.9 ms
2026-01-06 07:06:00,18.9 ms,97.9 ms,14.6 ms,111 ms,1.17 ms,0.579 ms,0.669 ms,23.3 ms,98.9 ms,14.8 ms,110 ms,1.29 ms,0.615 ms,0.841 ms,23.8 ms,99.8 ms,15.3 ms,136 ms,1.09 ms,1.11 ms,1.25 ms,23.0 ms,98.0 ms,14.5 ms,108 ms,1.05 ms,0.392 ms,0.902 ms,109 ms,37.9 ms,23.8 ms,18.9 ms,23.0 ms,23.5 ms,38.1 ms,98.1 ms,15.1 ms,14.3 ms,14.2 ms,14.9 ms,109 ms,97.9 ms,99.8 ms,98.8 ms,98.8 ms,98.9 ms
2026-01-06 07:08:00,18.9 ms,97.9 ms,15.6 ms,111 ms,1.28 ms,0.482 ms,0.675 ms,23.3 ms,99.0 ms,14.8 ms,110 ms,1.39 ms,0.612 ms,0.811 ms,24.1 ms,98.9 ms,15.0 ms,136 ms,1.78 ms,1.14 ms,1.44 ms,23.4 ms,97.8 ms,14.6 ms,108 ms,1.22 ms,0.458 ms,0.759 ms,110 ms,38.1 ms,23.9 ms,19.0 ms,23.1 ms,23.4 ms,38.4 ms,99.5 ms,14.9 ms,15.5 ms,16.0 ms,14.7 ms,110 ms,97.9 ms,99.6 ms,98.1 ms,98.0 ms,98.9 ms
2026-01-06 07:10:00,23.3 ms,98.0 ms,14.3 ms,111 ms,0.965 ms,0.507 ms,0.739 ms,23.2 ms,98.9 ms,18.5 ms,110 ms,1.46 ms,0.604 ms,0.626 ms,23.2 ms,98.7 ms,15.4 ms,136 ms,1.24 ms,0.992 ms,1.52 ms,23.0 ms,97.8 ms,14.4 ms,108 ms,1.07 ms,0.462 ms,0.689 ms,109 ms,37.9 ms,24.1 ms,23.1 ms,22.9 ms,23.5 ms,38.4 ms,98.0 ms,15.2 ms,14.4 ms,14.2 ms,17.0 ms,109 ms,110 ms,98.8 ms,98.2 ms,97.8 ms,98.8 ms
2026-01-06 07:12:00,22.8 ms,97.9 ms,14.5 ms,111 ms,1.03 ms,0.573 ms,0.745 ms,23.0 ms,98.8 ms,15.0 ms,110 ms,1.33 ms,0.593 ms,0.638 ms,23.7 ms,98.6 ms,15.3 ms,136 ms,1.04 ms,1.12 ms,1.39 ms,22.9 ms,97.9 ms,14.3 ms,108 ms,1.25 ms,0.481 ms,0.661 ms,109 ms,45.2 ms,23.3 ms,22.7 ms,22.7 ms,22.9 ms,37.5 ms,98.0 ms,15.1 ms,14.4 ms,14.6 ms,14.5 ms,109 ms,97.8 ms,98.6 ms,98.0 ms,97.9 ms,98.8 ms
2026-01-06 07:14:00,22.8 ms,98.5 ms,14.6 ms,111 ms,1.28 ms,0.363 ms,0.779 ms,22.5 ms,98.8 ms,14.7 ms,110 ms,1.23 ms,0.688 ms,0.665 ms,23.1 ms,98.6 ms,16.2 ms,136 ms,1.06 ms,1.04 ms,1.32 ms,22.8 ms,97.9 ms,14.3 ms,108 ms,1.26 ms,0.525 ms,0.634 ms,109 ms,37.1 ms,23.4 ms,22.7 ms,22.8 ms,23.0 ms,37.6 ms,97.9 ms,15.3 ms,14.7 ms,14.4 ms,14.7 ms,109 ms,97.8 ms,98.7 ms,98.0 ms,97.9 ms,98.9 ms
2026-01-06 07:16:00,22.7 ms,97.9 ms,14.4 ms,111 ms,1.32 ms,0.684 ms,0.694 ms,23.1 ms,99.0 ms,14.4 ms,110 ms,1.23 ms,0.645 ms,0.645 ms,23.2 ms,98.8 ms,14.9 ms,136 ms,1.05 ms,1.19 ms,1.56 ms,23.0 ms,97.9 ms,14.4 ms,108 ms,1.54 ms,0.448 ms,0.715 ms,109 ms,37.1 ms,23.2 ms,22.8 ms,26.7 ms,23.0 ms,37.2 ms,97.8 ms,15.0 ms,14.5 ms,14.3 ms,14.3 ms,109 ms,98.3 ms,98.7 ms,97.9 ms,97.9 ms,98.9 ms
2026-01-06 07:18:00,22.4 ms,97.9 ms,14.6 ms,111 ms,1.15 ms,0.479 ms,0.751 ms,22.2 ms,98.8 ms,14.9 ms,110 ms,1.39 ms,0.590 ms,0.834 ms,23.1 ms,103 ms,15.1 ms,136 ms,0.976 ms,1.64 ms,1.41 ms,22.6 ms,97.9 ms,14.9 ms,108 ms,1.52 ms,0.649 ms,0.717 ms,109 ms,37.1 ms,23.3 ms,22.4 ms,22.7 ms,23.0 ms,37.6 ms,97.9 ms,15.3 ms,14.7 ms,16.4 ms,14.8 ms,109 ms,97.8 ms,98.7 ms,98.0 ms,97.8 ms,98.9 ms
2026-01-06 07:20:00,22.4 ms,97.9 ms,14.6 ms,111 ms,17.4 ms,0.392 ms,0.698 ms,22.8 ms,98.8 ms,14.7 ms,110 ms,1.28 ms,0.637 ms,0.642 ms,23.5 ms,100 ms,115 ms,136 ms,0.974 ms,1.21 ms,1.35 ms,22.6 ms,97.8 ms,14.6 ms,108 ms,1.28 ms,0.549 ms,0.622 ms,109 ms,37.9 ms,23.6 ms,22.6 ms,22.7 ms,22.9 ms,37.6 ms,98.0 ms,17.1 ms,17.2 ms,14.4 ms,14.6 ms,109 ms,97.8 ms,99.7 ms,98.0 ms,97.8 ms,98.8 ms
2026-01-06 07:22:00,22.8 ms,99.5 ms,14.9 ms,111 ms,1.27 ms,0.428 ms,0.714 ms,22.5 ms,98.8 ms,15.6 ms,110 ms,1.51 ms,0.616 ms,0.617 ms,23.3 ms,99.7 ms,15.1 ms,136 ms,1.00 ms,1.11 ms,1.48 ms,22.9 ms,98.8 ms,14.5 ms,108 ms,1.38 ms,0.527 ms,0.676 ms,109 ms,37.8 ms,23.6 ms,22.9 ms,22.8 ms,23.0 ms,37.3 ms,98.2 ms,15.2 ms,14.6 ms,14.3 ms,14.6 ms,109 ms,97.8 ms,101 ms,2.09 s,98.2 ms,99.0 ms
2026-01-06 07:24:00,22.8 ms,98.9 ms,14.6 ms,111 ms,1.12 ms,0.417 ms,0.842 ms,22.5 ms,98.8 ms,14.8 ms,110 ms,1.34 ms,0.602 ms,0.615 ms,23.6 ms,99.8 ms,15.2 ms,136 ms,1.24 ms,1.09 ms,1.58 ms,22.9 ms,98.9 ms,14.4 ms,108 ms,1.22 ms,0.379 ms,0.702 ms,109 ms,37.8 ms,23.3 ms,22.8 ms,23.2 ms,22.7 ms,37.5 ms,98.1 ms,15.3 ms,14.5 ms,14.9 ms,14.4 ms,110 ms,98.1 ms,100 ms,98.9 ms,99.0 ms,98.8 ms
2026-01-06 07:26:00,22.8 ms,99.0 ms,14.5 ms,111 ms,1.29 ms,0.473 ms,0.710 ms,22.8 ms,99.1 ms,14.7 ms,110 ms,1.52 ms,0.692 ms,0.604 ms,23.1 ms,100 ms,14.8 ms,136 ms,1.15 ms,1.63 ms,1.27 ms,22.9 ms,99.1 ms,16.0 ms,108 ms,12.7 ms,0.452 ms,0.689 ms,109 ms,37.8 ms,23.4 ms,22.6 ms,22.9 ms,22.9 ms,37.4 ms,108 ms,15.1 ms,15.0 ms,14.4 ms,15.0 ms,109 ms,97.8 ms,100.0 ms,99.0 ms,99.0 ms,98.9 ms
2026-01-06 07:28:00,22.9 ms,98.8 ms,14.5 ms,111 ms,1.13 ms,0.553 ms,0.757 ms,22.6 ms,98.9 ms,14.5 ms,110 ms,1.37 ms,0.681 ms,0.802 ms,23.3 ms,99.8 ms,14.9 ms,136 ms,1.26 ms,1.18 ms,1.49 ms,23.0 ms,98.8 ms,14.3 ms,108 ms,1.25 ms,0.514 ms,0.673 ms,109 ms,37.6 ms,28.3 ms,22.7 ms,23.0 ms,22.5 ms,37.8 ms,97.9 ms,15.0 ms,15.1 ms,14.1 ms,14.5 ms,110 ms,97.9 ms,99.8 ms,98.9 ms,99.1 ms,98.9 ms
2026-01-06 07:30:00,18.9 ms,98.9 ms,14.6 ms,111 ms,1.14 ms,0.485 ms,0.740 ms,23.4 ms,98.9 ms,14.7 ms,110 ms,1.38 ms,0.720 ms,0.883 ms,76.4 ms,99.7 ms,14.7 ms,136 ms,0.988 ms,1.14 ms,1.31 ms,23.4 ms,98.9 ms,14.3 ms,108 ms,1.31 ms,0.453 ms,0.721 ms,109 ms,37.1 ms,24.6 ms,18.8 ms,23.7 ms,23.7 ms,37.8 ms,98.0 ms,14.8 ms,14.3 ms,14.8 ms,14.7 ms,109 ms,98.2 ms,100 ms,98.9 ms,98.9 ms,98.9 ms
2026-01-06 07:32:00,19.4 ms,98.8 ms,14.5 ms,111 ms,1.05 ms,0.456 ms,0.695 ms,23.1 ms,98.9 ms,15.7 ms,110 ms,1.36 ms,0.593 ms,1.56 ms,23.6 ms,99.7 ms,15.2 ms,136 ms,1.04 ms,1.08 ms,1.29 ms,23.1 ms,98.9 ms,14.4 ms,108 ms,1.02 ms,0.388 ms,0.693 ms,109 ms,41.1 ms,24.0 ms,19.3 ms,23.0 ms,23.2 ms,37.9 ms,98.0 ms,15.2 ms,14.7 ms,14.4 ms,14.7 ms,109 ms,98.0 ms,99.7 ms,98.9 ms,98.8 ms,99.0 ms
2026-01-06 07:34:00,18.9 ms,98.9 ms,14.8 ms,111 ms,1.15 ms,0.550 ms,0.820 ms,23.5 ms,98.9 ms,14.7 ms,110 ms,1.33 ms,0.692 ms,0.572 ms,23.6 ms,99.8 ms,15.1 ms,136 ms,1.12 ms,1.06 ms,1.45 ms,23.3 ms,98.8 ms,14.5 ms,108 ms,1.15 ms,0.406 ms,0.688 ms,109 ms,38.2 ms,24.0 ms,19.2 ms,23.3 ms,23.6 ms,37.8 ms,98.4 ms,15.2 ms,14.4 ms,14.4 ms,14.4 ms,109 ms,98.3 ms,370 ms,99.0 ms,98.8 ms,98.9 ms
2026-01-06 07:36:00,18.8 ms,98.9 ms,14.7 ms,111 ms,1.48 ms,0.513 ms,0.757 ms,23.6 ms,98.9 ms,14.8 ms,110 ms,1.30 ms,0.649 ms,0.506 ms,23.8 ms,99.9 ms,15.1 ms,136 ms,1.34 ms,1.15 ms,1.41 ms,23.8 ms,98.8 ms,14.4 ms,108 ms,1.12 ms,0.516 ms,0.991 ms,109 ms,38.2 ms,23.9 ms,18.8 ms,23.0 ms,23.3 ms,37.6 ms,98.2 ms,15.2 ms,14.2 ms,14.6 ms,14.6 ms,109 ms,129 ms,99.7 ms,98.9 ms,98.8 ms,98.8 ms
