"Time","data1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","data1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","data1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","data1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","data1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","data1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","data1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","gateway1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","gateway1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","gateway1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","gateway1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","gateway1 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","gateway1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","gateway1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker1 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker1 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker1 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker1 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker1 (aws) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker1 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker3 (aws) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker3 (aws) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker3 (aws) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker3 (aws) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","worker3 (aws) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker3 (aws) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker3 (aws) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker4 (digital_ocean) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker4 (digital_ocean) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","worker4 (digital_ocean) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker4 (digital_ocean) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker4 (digital_ocean) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker4 (digital_ocean) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","worker6 (hyperstacks) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","worker6 (hyperstacks) -> 12D3KooWCbybUXB3btxCmPiuZ3gXoCSTC7gxhgq8wEj3AGhAjfvX","worker6 (hyperstacks) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","worker6 (hyperstacks) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","worker6 (hyperstacks) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","worker6 (hyperstacks) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z","scheduler (yorizon) -> 12D3KooWB9JZvpsU7u1Mxf1STyC9TYnYe4BjtKfSkPsXUvwBsHGR","scheduler (yorizon) -> 12D3KooWEtNTTuDa9bYLyYqcmd89tdraDxRGZVz6GRY5Zci7uuzy","scheduler (yorizon) -> 12D3KooWH1CW6qBF4wSa92YKye2Y4xScXgF4opg4mx5JtGYBApsB","scheduler (yorizon) -> 12D3KooWJwrPRX5GsoBV9HdHr7oXawBK5tgCFXkiu4L1dWyh9c4G","scheduler (yorizon) -> 12D3KooWKj7Qh4bkVjLKZqtjNxQgMCMGQKrU5jh4oUGai1dweKwv","scheduler (yorizon) -> 12D3KooWLVzxJpWyXkkf2LQQyLKNcdNd8nhZ3FwwLsa3diSGC4WB","scheduler (yorizon) -> 12D3KooWSEQccCzm1WERGRHyfbEdD7fJBZkv4bnMPMPJf1eWYM6z"
2026-01-04 09:25:00,19.1 ms,97.8 ms,14.3 ms,111 ms,1.19 ms,0.529 ms,0.682 ms,22.7 ms,98.9 ms,15.4 ms,110 ms,1.28 ms,0.586 ms,0.877 ms,24.0 ms,98.7 ms,15.1 ms,136 ms,1.09 ms,1.00 ms,1.27 ms,26.4 ms,97.7 ms,14.7 ms,108 ms,1.29 ms,0.605 ms,0.927 ms,109 ms,37.8 ms,23.9 ms,18.9 ms,24.9 ms,22.6 ms,37.8 ms,99.0 ms,15.1 ms,14.3 ms,15.0 ms,15.6 ms,109 ms,98.7 ms,35.1 ms,98.7 ms,97.8 ms,97.7 ms,98.9 ms
2026-01-04 09:30:00,18.9 ms,99.0 ms,14.4 ms,111 ms,1.25 ms,0.559 ms,0.701 ms,22.6 ms,98.8 ms,15.1 ms,110 ms,1.25 ms,0.633 ms,0.599 ms,24.2 ms,98.9 ms,16.1 ms,136 ms,1.13 ms,0.991 ms,9.05 ms,23.6 ms,98.8 ms,15.1 ms,108 ms,1.17 ms,0.327 ms,0.828 ms,109 ms,37.7 ms,24.0 ms,19.0 ms,23.2 ms,23.0 ms,37.8 ms,98.9 ms,15.0 ms,14.5 ms,15.0 ms,15.3 ms,109 ms,98.8 ms,35.1 ms,98.7 ms,98.9 ms,98.6 ms,98.7 ms
2026-01-04 09:35:00,18.7 ms,97.8 ms,14.6 ms,111 ms,1.32 ms,0.575 ms,0.835 ms,22.9 ms,99.1 ms,14.9 ms,110 ms,1.36 ms,0.750 ms,0.584 ms,24.3 ms,98.8 ms,15.1 ms,136 ms,1.34 ms,1.11 ms,1.53 ms,23.7 ms,97.8 ms,14.8 ms,108 ms,1.05 ms,0.331 ms,0.616 ms,109 ms,38.0 ms,24.3 ms,18.8 ms,23.6 ms,23.0 ms,38.1 ms,98.6 ms,15.1 ms,14.7 ms,14.9 ms,15.4 ms,110 ms,98.8 ms,35.1 ms,98.6 ms,98.0 ms,98.0 ms,99.1 ms
2026-01-04 09:40:00,19.0 ms,98.0 ms,14.2 ms,111 ms,1.22 ms,0.654 ms,0.711 ms,22.8 ms,98.7 ms,15.3 ms,110 ms,1.39 ms,0.606 ms,0.603 ms,23.9 ms,98.8 ms,15.4 ms,136 ms,0.985 ms,4.30 ms,1.43 ms,23.2 ms,97.7 ms,14.8 ms,108 ms,9.83 ms,0.388 ms,0.720 ms,110 ms,38.0 ms,23.9 ms,19.0 ms,23.3 ms,23.1 ms,38.1 ms,98.7 ms,15.7 ms,14.3 ms,15.2 ms,15.1 ms,110 ms,98.6 ms,35.1 ms,98.7 ms,97.8 ms,97.9 ms,98.7 ms
2026-01-04 09:45:00,18.8 ms,97.8 ms,14.4 ms,111 ms,8.74 ms,0.607 ms,0.853 ms,23.1 ms,99.1 ms,14.9 ms,110 ms,1.37 ms,0.629 ms,0.485 ms,23.9 ms,99.8 ms,15.2 ms,136 ms,1.08 ms,1.00 ms,1.41 ms,23.0 ms,97.9 ms,14.8 ms,108 ms,0.982 ms,0.446 ms,0.743 ms,109 ms,38.3 ms,23.7 ms,18.9 ms,23.6 ms,22.8 ms,37.3 ms,98.8 ms,15.2 ms,14.2 ms,14.9 ms,15.2 ms,109 ms,98.7 ms,35.1 ms,112 ms,97.8 ms,97.7 ms,98.9 ms
2026-01-04 09:50:00,18.8 ms,97.9 ms,15.2 ms,111 ms,0.976 ms,0.577 ms,0.745 ms,22.7 ms,98.8 ms,14.9 ms,110 ms,1.40 ms,0.544 ms,0.566 ms,24.2 ms,99.8 ms,15.2 ms,136 ms,0.983 ms,1.23 ms,1.51 ms,23.1 ms,98.1 ms,14.3 ms,108 ms,1.46 ms,0.470 ms,0.938 ms,109 ms,38.0 ms,23.8 ms,18.9 ms,23.5 ms,23.0 ms,37.7 ms,98.8 ms,15.1 ms,14.7 ms,14.6 ms,15.5 ms,109 ms,98.8 ms,35.1 ms,99.7 ms,97.9 ms,97.7 ms,98.7 ms
2026-01-04 09:55:00,18.7 ms,97.8 ms,14.5 ms,111 ms,1.06 ms,0.612 ms,0.691 ms,22.6 ms,98.9 ms,15.1 ms,110 ms,1.38 ms,0.667 ms,0.631 ms,24.0 ms,98.6 ms,15.3 ms,136 ms,0.958 ms,1.08 ms,1.31 ms,23.1 ms,98.0 ms,15.0 ms,108 ms,1.32 ms,0.341 ms,0.763 ms,109 ms,38.1 ms,24.0 ms,18.8 ms,23.6 ms,23.1 ms,37.9 ms,98.6 ms,15.0 ms,14.6 ms,14.8 ms,14.9 ms,109 ms,98.7 ms,35.1 ms,98.6 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-04 10:00:00,18.7 ms,97.8 ms,14.2 ms,111 ms,1.79 ms,0.476 ms,0.790 ms,22.9 ms,98.8 ms,15.1 ms,110 ms,1.29 ms,0.614 ms,0.587 ms,25.9 ms,98.8 ms,15.2 ms,136 ms,1.11 ms,1.07 ms,9.95 ms,23.4 ms,97.8 ms,15.4 ms,108 ms,1.06 ms,0.669 ms,0.957 ms,109 ms,38.0 ms,23.9 ms,18.8 ms,23.4 ms,22.6 ms,38.1 ms,98.9 ms,15.2 ms,14.2 ms,15.4 ms,15.5 ms,109 ms,116 ms,35.1 ms,98.6 ms,97.9 ms,97.7 ms,98.7 ms
2026-01-04 10:05:00,18.7 ms,98.1 ms,14.3 ms,111 ms,1.27 ms,0.370 ms,0.703 ms,22.6 ms,99.0 ms,30.0 ms,110 ms,1.37 ms,0.617 ms,0.516 ms,23.7 ms,98.7 ms,15.1 ms,136 ms,1.04 ms,1.00 ms,1.35 ms,23.4 ms,97.7 ms,14.1 ms,108 ms,1.13 ms,0.427 ms,0.586 ms,109 ms,38.3 ms,24.0 ms,18.8 ms,23.7 ms,22.9 ms,38.1 ms,101 ms,15.5 ms,14.3 ms,14.2 ms,15.2 ms,109 ms,98.8 ms,35.1 ms,98.7 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-04 10:10:00,18.7 ms,98.0 ms,14.4 ms,111 ms,1.35 ms,0.452 ms,0.623 ms,22.6 ms,98.8 ms,15.0 ms,110 ms,1.43 ms,0.585 ms,0.667 ms,23.9 ms,98.9 ms,15.3 ms,136 ms,1.08 ms,1.01 ms,1.34 ms,23.0 ms,97.7 ms,15.0 ms,108 ms,1.18 ms,0.355 ms,0.689 ms,109 ms,37.5 ms,23.9 ms,18.8 ms,23.5 ms,22.8 ms,37.6 ms,98.8 ms,14.8 ms,14.3 ms,14.6 ms,19.1 ms,109 ms,98.7 ms,35.1 ms,98.5 ms,97.8 ms,97.7 ms,98.7 ms
2026-01-04 10:15:00,18.8 ms,98.0 ms,15.0 ms,111 ms,1.28 ms,0.596 ms,0.764 ms,22.6 ms,98.9 ms,15.0 ms,110 ms,1.43 ms,0.673 ms,0.608 ms,23.8 ms,98.6 ms,15.5 ms,136 ms,1.10 ms,0.989 ms,1.32 ms,23.2 ms,97.7 ms,15.1 ms,108 ms,1.25 ms,0.442 ms,0.695 ms,110 ms,38.0 ms,24.1 ms,18.9 ms,23.6 ms,23.0 ms,37.8 ms,98.6 ms,15.0 ms,14.0 ms,15.0 ms,17.2 ms,110 ms,98.8 ms,35.1 ms,98.7 ms,97.8 ms,97.9 ms,98.7 ms
2026-01-04 10:20:00,19.0 ms,97.8 ms,14.5 ms,111 ms,1.09 ms,0.498 ms,0.757 ms,22.6 ms,99.0 ms,15.1 ms,110 ms,1.42 ms,0.635 ms,0.695 ms,23.9 ms,98.6 ms,15.2 ms,136 ms,1.06 ms,1.06 ms,1.39 ms,23.2 ms,97.8 ms,23.3 ms,108 ms,1.18 ms,0.332 ms,0.681 ms,109 ms,38.0 ms,23.8 ms,19.1 ms,25.0 ms,22.6 ms,39.1 ms,98.7 ms,15.1 ms,14.7 ms,21.9 ms,15.1 ms,110 ms,98.5 ms,35.1 ms,98.6 ms,97.8 ms,97.9 ms,99.2 ms
2026-01-04 10:25:00,19.2 ms,97.8 ms,14.1 ms,111 ms,1.16 ms,0.442 ms,0.787 ms,22.6 ms,98.8 ms,15.1 ms,110 ms,1.47 ms,0.702 ms,0.683 ms,23.8 ms,98.6 ms,16.3 ms,136 ms,1.08 ms,1.01 ms,1.40 ms,25.5 ms,97.9 ms,15.0 ms,108 ms,1.08 ms,0.384 ms,0.675 ms,109 ms,38.0 ms,23.7 ms,19.0 ms,26.2 ms,22.7 ms,37.9 ms,98.6 ms,15.1 ms,14.4 ms,14.7 ms,15.2 ms,109 ms,98.8 ms,35.1 ms,99.0 ms,97.8 ms,97.8 ms,98.8 ms
2026-01-04 10:30:00,18.8 ms,98.0 ms,14.4 ms,111 ms,1.06 ms,0.587 ms,0.634 ms,22.7 ms,98.9 ms,15.2 ms,110 ms,1.31 ms,0.562 ms,0.610 ms,23.8 ms,98.7 ms,15.8 ms,136 ms,1.21 ms,1.08 ms,1.34 ms,23.3 ms,97.7 ms,15.5 ms,108 ms,1.22 ms,0.387 ms,0.665 ms,110 ms,37.8 ms,24.0 ms,18.9 ms,23.1 ms,22.9 ms,37.6 ms,98.9 ms,15.0 ms,14.2 ms,15.0 ms,15.6 ms,109 ms,98.6 ms,35.1 ms,98.7 ms,98.1 ms,97.8 ms,98.8 ms
2026-01-04 10:35:00,19.0 ms,97.8 ms,14.2 ms,111 ms,1.21 ms,0.407 ms,0.727 ms,22.8 ms,98.7 ms,15.1 ms,110 ms,1.32 ms,0.523 ms,0.612 ms,23.9 ms,98.6 ms,15.3 ms,136 ms,1.10 ms,1.32 ms,1.39 ms,23.4 ms,97.8 ms,15.2 ms,108 ms,1.34 ms,0.443 ms,0.688 ms,109 ms,37.8 ms,23.9 ms,19.0 ms,23.2 ms,22.8 ms,37.9 ms,98.8 ms,15.1 ms,14.3 ms,15.0 ms,15.1 ms,110 ms,98.7 ms,35.1 ms,98.7 ms,97.9 ms,97.8 ms,98.7 ms
2026-01-04 10:40:00,18.8 ms,98.1 ms,14.4 ms,111 ms,1.29 ms,0.593 ms,0.771 ms,23.0 ms,98.8 ms,15.1 ms,110 ms,1.50 ms,0.691 ms,0.615 ms,23.6 ms,99.9 ms,43.5 ms,136 ms,1.06 ms,1.06 ms,1.47 ms,23.7 ms,97.7 ms,14.4 ms,108 ms,1.28 ms,0.529 ms,0.682 ms,109 ms,37.7 ms,24.0 ms,18.7 ms,23.8 ms,22.7 ms,37.5 ms,98.7 ms,44.1 ms,14.4 ms,14.2 ms,15.0 ms,110 ms,99.1 ms,35.1 ms,98.9 ms,97.9 ms,97.9 ms,98.7 ms
2026-01-04 10:45:00,18.6 ms,98.0 ms,14.5 ms,111 ms,1.35 ms,0.442 ms,0.788 ms,23.1 ms,98.8 ms,15.3 ms,110 ms,1.44 ms,0.602 ms,0.599 ms,23.7 ms,98.8 ms,15.0 ms,136 ms,1.12 ms,1.30 ms,1.39 ms,23.6 ms,97.8 ms,13.9 ms,108 ms,1.05 ms,0.371 ms,0.687 ms,109 ms,38.0 ms,23.8 ms,18.7 ms,23.5 ms,22.7 ms,39.0 ms,98.7 ms,14.9 ms,14.3 ms,14.1 ms,14.9 ms,109 ms,98.7 ms,35.1 ms,98.8 ms,98.1 ms,97.8 ms,99.0 ms
2026-01-04 10:50:00,18.7 ms,97.9 ms,15.9 ms,111 ms,1.02 ms,0.425 ms,0.768 ms,22.9 ms,98.7 ms,16.5 ms,110 ms,1.43 ms,0.741 ms,0.626 ms,24.2 ms,99.8 ms,15.7 ms,136 ms,1.08 ms,1.01 ms,1.45 ms,23.0 ms,97.7 ms,14.3 ms,108 ms,1.25 ms,0.346 ms,0.694 ms,109 ms,37.8 ms,23.7 ms,18.8 ms,23.5 ms,22.7 ms,37.8 ms,98.8 ms,15.0 ms,14.4 ms,14.4 ms,15.0 ms,109 ms,98.6 ms,35.1 ms,99.8 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-04 10:55:00,18.9 ms,97.8 ms,14.2 ms,111 ms,1.28 ms,0.343 ms,0.819 ms,22.8 ms,98.8 ms,15.0 ms,110 ms,1.32 ms,0.550 ms,0.838 ms,23.9 ms,98.8 ms,15.0 ms,136 ms,0.992 ms,1.14 ms,1.37 ms,23.2 ms,97.7 ms,14.7 ms,108 ms,1.15 ms,0.356 ms,0.677 ms,109 ms,37.7 ms,24.0 ms,18.9 ms,23.3 ms,22.9 ms,37.5 ms,103 ms,16.3 ms,14.8 ms,15.0 ms,16.7 ms,110 ms,98.6 ms,35.1 ms,98.6 ms,97.8 ms,97.7 ms,98.9 ms
2026-01-04 11:00:00,18.7 ms,97.8 ms,14.3 ms,111 ms,1.14 ms,0.571 ms,0.688 ms,23.0 ms,98.7 ms,15.3 ms,110 ms,2.80 ms,0.571 ms,0.703 ms,23.9 ms,98.9 ms,43.0 ms,136 ms,1.06 ms,0.976 ms,1.32 ms,23.3 ms,98.0 ms,14.6 ms,108 ms,1.05 ms,0.358 ms,0.677 ms,109 ms,37.8 ms,23.8 ms,18.9 ms,23.2 ms,23.5 ms,37.9 ms,98.6 ms,15.1 ms,14.2 ms,14.7 ms,15.2 ms,109 ms,132 ms,35.1 ms,98.7 ms,97.9 ms,97.8 ms,98.6 ms
2026-01-04 11:05:00,18.6 ms,98.0 ms,14.4 ms,111 ms,1.29 ms,0.587 ms,0.680 ms,22.6 ms,98.8 ms,15.3 ms,110 ms,1.51 ms,0.647 ms,0.648 ms,24.0 ms,98.7 ms,15.0 ms,136 ms,1.12 ms,2.66 ms,1.38 ms,23.0 ms,98.1 ms,14.9 ms,108 ms,7.25 ms,0.453 ms,0.807 ms,110 ms,37.9 ms,23.9 ms,18.7 ms,23.4 ms,22.8 ms,38.0 ms,98.8 ms,15.2 ms,14.3 ms,14.7 ms,15.6 ms,109 ms,99.0 ms,35.1 ms,98.6 ms,97.8 ms,98.2 ms,98.7 ms
2026-01-04 11:10:00,18.6 ms,98.8 ms,14.6 ms,111 ms,1.26 ms,0.445 ms,0.681 ms,23.1 ms,98.8 ms,15.0 ms,110 ms,1.48 ms,0.642 ms,0.645 ms,24.0 ms,98.5 ms,14.8 ms,136 ms,1.10 ms,1.01 ms,1.42 ms,23.4 ms,98.6 ms,14.9 ms,108 ms,1.08 ms,0.347 ms,0.729 ms,109 ms,38.2 ms,38.1 ms,18.8 ms,23.3 ms,22.8 ms,38.1 ms,105 ms,15.0 ms,19.7 ms,14.7 ms,15.1 ms,109 ms,98.7 ms,35.1 ms,99.1 ms,98.8 ms,98.7 ms,98.7 ms
2026-01-04 11:15:00,18.7 ms,98.1 ms,14.7 ms,111 ms,1.08 ms,0.382 ms,0.812 ms,22.8 ms,98.8 ms,15.3 ms,110 ms,5.25 ms,0.834 ms,0.663 ms,32.7 ms,99.8 ms,14.9 ms,136 ms,1.04 ms,1.03 ms,1.42 ms,23.1 ms,98.0 ms,14.1 ms,108 ms,1.04 ms,0.375 ms,0.718 ms,110 ms,37.9 ms,23.7 ms,18.9 ms,23.2 ms,23.2 ms,37.8 ms,99.1 ms,15.0 ms,14.4 ms,14.3 ms,15.0 ms,109 ms,98.7 ms,35.1 ms,99.7 ms,97.8 ms,97.8 ms,98.8 ms
2026-01-04 11:20:00,18.8 ms,97.8 ms,17.7 ms,111 ms,1.27 ms,0.578 ms,0.658 ms,22.8 ms,98.8 ms,15.3 ms,110 ms,1.39 ms,0.596 ms,0.641 ms,24.0 ms,98.7 ms,14.9 ms,136 ms,1.10 ms,0.993 ms,1.37 ms,23.5 ms,97.7 ms,14.8 ms,108 ms,1.12 ms,0.562 ms,0.926 ms,110 ms,37.8 ms,24.2 ms,19.2 ms,23.3 ms,23.2 ms,37.9 ms,98.6 ms,15.4 ms,14.2 ms,14.7 ms,15.2 ms,109 ms,99.0 ms,35.1 ms,98.6 ms,97.9 ms,97.7 ms,98.7 ms
2026-01-04 11:25:00,18.8 ms,97.9 ms,14.3 ms,111 ms,1.22 ms,0.404 ms,0.722 ms,22.6 ms,98.7 ms,15.1 ms,110 ms,1.45 ms,0.626 ms,0.644 ms,23.8 ms,98.6 ms,14.9 ms,136 ms,1.11 ms,1.40 ms,1.32 ms,23.4 ms,97.7 ms,15.1 ms,108 ms,1.35 ms,0.502 ms,0.903 ms,109 ms,37.8 ms,24.3 ms,19.0 ms,23.4 ms,23.0 ms,37.8 ms,108 ms,14.9 ms,14.3 ms,16.7 ms,15.1 ms,109 ms,98.7 ms,35.1 ms,98.7 ms,97.9 ms,97.7 ms,98.6 ms
2026-01-04 11:30:00,19.1 ms,98.8 ms,14.3 ms,111 ms,9.31 ms,0.613 ms,0.743 ms,22.8 ms,98.7 ms,15.1 ms,110 ms,1.34 ms,0.553 ms,0.562 ms,24.2 ms,105 ms,15.1 ms,136 ms,5.87 ms,1.27 ms,1.49 ms,23.0 ms,98.6 ms,14.9 ms,108 ms,1.31 ms,0.346 ms,0.763 ms,109 ms,38.3 ms,24.2 ms,18.9 ms,23.4 ms,22.9 ms,38.2 ms,98.8 ms,15.0 ms,15.5 ms,14.8 ms,15.2 ms,109 ms,98.6 ms,35.1 ms,99.6 ms,99.0 ms,98.7 ms,98.8 ms
2026-01-04 11:35:00,18.6 ms,99.0 ms,14.1 ms,111 ms,1.12 ms,0.330 ms,0.701 ms,22.9 ms,98.8 ms,15.1 ms,110 ms,1.33 ms,0.614 ms,0.612 ms,24.0 ms,101 ms,16.0 ms,136 ms,1.24 ms,1.03 ms,1.44 ms,23.3 ms,98.6 ms,18.5 ms,108 ms,1.05 ms,0.357 ms,0.772 ms,109 ms,38.3 ms,24.0 ms,19.4 ms,23.2 ms,23.1 ms,38.1 ms,98.8 ms,17.4 ms,17.5 ms,32.4 ms,15.8 ms,109 ms,98.9 ms,35.1 ms,99.7 ms,99.0 ms,98.7 ms,98.8 ms
2026-01-04 11:40:00,18.7 ms,98.8 ms,14.5 ms,111 ms,1.06 ms,0.440 ms,0.701 ms,22.8 ms,98.9 ms,16.4 ms,110 ms,1.43 ms,0.861 ms,0.643 ms,23.9 ms,98.7 ms,17.1 ms,136 ms,0.974 ms,1.04 ms,1.35 ms,26.8 ms,98.7 ms,14.8 ms,108 ms,1.05 ms,0.391 ms,0.704 ms,109 ms,38.2 ms,23.9 ms,18.8 ms,27.2 ms,23.2 ms,37.6 ms,98.8 ms,16.2 ms,14.3 ms,15.2 ms,16.0 ms,109 ms,98.6 ms,35.1 ms,98.7 ms,99.0 ms,98.6 ms,99.0 ms
2026-01-04 11:45:00,18.7 ms,97.8 ms,14.4 ms,111 ms,1.17 ms,0.567 ms,0.756 ms,22.7 ms,98.8 ms,15.1 ms,110 ms,1.34 ms,0.698 ms,0.987 ms,23.7 ms,99.6 ms,15.1 ms,136 ms,0.993 ms,1.18 ms,1.40 ms,23.7 ms,97.7 ms,14.9 ms,108 ms,1.12 ms,0.369 ms,0.671 ms,109 ms,38.0 ms,24.1 ms,18.9 ms,24.1 ms,22.8 ms,37.5 ms,98.5 ms,15.0 ms,14.2 ms,14.9 ms,14.9 ms,109 ms,98.9 ms,35.1 ms,99.8 ms,97.9 ms,97.8 ms,98.7 ms
2026-01-04 11:50:00,19.0 ms,97.9 ms,14.5 ms,111 ms,1.27 ms,0.590 ms,0.694 ms,22.7 ms,99.3 ms,15.0 ms,110 ms,1.40 ms,0.702 ms,0.537 ms,24.2 ms,98.5 ms,14.9 ms,136 ms,1.05 ms,1.01 ms,1.38 ms,23.1 ms,97.7 ms,24.0 ms,108 ms,1.24 ms,0.364 ms,0.696 ms,109 ms,37.5 ms,23.9 ms,19.0 ms,23.5 ms,22.9 ms,37.7 ms,98.7 ms,15.2 ms,14.2 ms,23.8 ms,15.0 ms,178 ms,98.7 ms,35.1 ms,98.6 ms,97.9 ms,97.7 ms,98.8 ms
2026-01-04 11:55:00,18.7 ms,97.9 ms,14.5 ms,111 ms,7.70 ms,0.542 ms,0.784 ms,22.7 ms,98.8 ms,15.0 ms,110 ms,1.69 ms,0.716 ms,0.534 ms,23.9 ms,98.7 ms,15.0 ms,136 ms,1.06 ms,1.04 ms,1.46 ms,23.4 ms,97.7 ms,15.1 ms,108 ms,1.09 ms,0.353 ms,0.692 ms,109 ms,38.2 ms,23.9 ms,18.7 ms,23.3 ms,23.1 ms,41.6 ms,98.7 ms,15.0 ms,14.2 ms,14.8 ms,15.2 ms,109 ms,99.2 ms,35.1 ms,98.8 ms,97.9 ms,98.0 ms,98.7 ms
2026-01-04 12:00:00,19.1 ms,97.9 ms,14.4 ms,111 ms,1.17 ms,0.579 ms,0.768 ms,22.8 ms,98.9 ms,15.0 ms,110 ms,1.48 ms,0.553 ms,0.683 ms,24.0 ms,98.7 ms,14.9 ms,136 ms,0.983 ms,1.05 ms,1.36 ms,23.4 ms,97.8 ms,14.4 ms,108 ms,1.15 ms,0.419 ms,0.722 ms,109 ms,37.7 ms,24.4 ms,18.8 ms,23.4 ms,22.7 ms,37.4 ms,140 ms,15.2 ms,14.8 ms,14.1 ms,15.2 ms,109 ms,99.1 ms,35.1 ms,98.7 ms,97.8 ms,97.8 ms,98.9 ms
2026-01-04 12:05:00,18.8 ms,97.8 ms,14.3 ms,111 ms,1.35 ms,0.360 ms,0.815 ms,22.6 ms,98.9 ms,14.9 ms,110 ms,1.42 ms,0.763 ms,0.575 ms,23.9 ms,98.8 ms,15.3 ms,136 ms,0.963 ms,1.08 ms,1.41 ms,23.3 ms,97.7 ms,14.6 ms,108 ms,1.28 ms,0.360 ms,0.520 ms,109 ms,124 ms,24.1 ms,18.7 ms,23.5 ms,22.7 ms,123 ms,98.6 ms,15.2 ms,14.4 ms,14.1 ms,15.1 ms,109 ms,98.9 ms,35.1 ms,98.6 ms,97.9 ms,97.8 ms,99.0 ms
